Statistik,Gebiet,Jahr,Straftat_Gesetz,Art_der_Straftat,Staatsangehoerigkeit,Geschlecht,Wert_Anzahl,source_year,source_file
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AbfVerbrG  ,Abfallverbringungsgesetz § 18 b illegale Verbringung nicht gefährl. Abfälle AbfVerbrG,Verurteilte Ausländer,Männer,3,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AbfVerbrG  ,Abfallverbringungsgesetz § 18 b illegale Verbringung nicht gefährl. Abfälle AbfVerbrG,Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AbfVerbrG  ,Abfallverbringungsgesetz § 18 b illegale Verbringung nicht gefährl. Abfälle AbfVerbrG,Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AbfVerbrG  ,Abfallverbringungsgesetz § 18 b illegale Verbringung nicht gefährl. Abfälle AbfVerbrG,Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AbfVerbrG  ,Abfallverbringungsgesetz § 18 b illegale Verbringung nicht gefährl. Abfälle AbfVerbrG,Verurteilte insgesamt,insgesamt,4,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AbfVerbrG  ,Abfallverbringungsgesetz § 18 b illegale Verbringung nicht gefährl. Abfälle AbfVerbrG,Verurteilte Deutsche,insgesamt,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AbfVerbrG  ,Abfallverbringungsgesetz § 18 b illegale Verbringung nicht gefährl. Abfälle AbfVerbrG,Verurteilte Ausländer,insgesamt,3,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte insgesamt,Männer,6148,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte Deutsche,Männer,3461,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte Ausländer,Männer,2687,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte insgesamt,Frauen,2728,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte Deutsche,Frauen,1671,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte Ausländer,Frauen,1057,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte insgesamt,insgesamt,8876,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte Deutsche,insgesamt,5132,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung insgesamt AO Summe 4690 bis 4696,Verurteilte Ausländer,insgesamt,3744,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte insgesamt,Männer,5480,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte Deutsche,Männer,3106,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte Ausländer,Männer,2374,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte insgesamt,Frauen,2629,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte Deutsche,Frauen,1613,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte Ausländer,Frauen,1016,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte insgesamt,insgesamt,8109,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte Deutsche,insgesamt,4719,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 1 AO ,Verurteilte Ausländer,insgesamt,3390,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte insgesamt,Männer,438,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte Deutsche,Männer,260,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte Ausländer,Männer,178,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte insgesamt,Frauen,67,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte Deutsche,Frauen,39,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte Ausländer,Frauen,28,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte insgesamt,insgesamt,505,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte Deutsche,insgesamt,299,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 370 Abs. 3 AO ,Verurteilte Ausländer,insgesamt,206,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte insgesamt,Männer,12,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte Deutsche,Männer,4,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte Ausländer,Männer,8,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte insgesamt,Frauen,6,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte Deutsche,Frauen,3,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte Ausländer,Frauen,3,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte insgesamt,insgesamt,18,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte Deutsche,insgesamt,7,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 372 Abs. 2 AO ,Verurteilte Ausländer,insgesamt,11,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte insgesamt,Männer,13,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte Deutsche,Männer,7,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte Ausländer,Männer,6,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte insgesamt,Frauen,5,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte Deutsche,Frauen,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte Ausländer,Frauen,3,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte insgesamt,insgesamt,18,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte Deutsche,insgesamt,9,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 1 AO ,Verurteilte Ausländer,insgesamt,9,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte insgesamt,Männer,86,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte Deutsche,Männer,41,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte Ausländer,Männer,45,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte insgesamt,Frauen,16,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte Deutsche,Frauen,12,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte Ausländer,Frauen,4,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte insgesamt,insgesamt,102,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte Deutsche,insgesamt,53,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 374 Abs. 1 AO ,Verurteilte Ausländer,insgesamt,49,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte insgesamt,Männer,117,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte Deutsche,Männer,43,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte Ausländer,Männer,74,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte insgesamt,Frauen,5,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte Deutsche,Frauen,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte Ausländer,Frauen,3,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte insgesamt,insgesamt,122,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte Deutsche,insgesamt,45,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,"Abgabenordnung,§ 374 Abs. 2 AO ",Verurteilte Ausländer,insgesamt,77,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte insgesamt,Männer,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte Deutsche,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte Ausländer,Männer,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte insgesamt,insgesamt,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte Deutsche,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AO  ,Abgabenordnung § 373 Abs. 2 AO ,Verurteilte Ausländer,insgesamt,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte insgesamt,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte Deutsche,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte Ausländer,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte insgesamt,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte Deutsche,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AdVermiG  ,Adoptionsvermittlungsgesetz AdVermiG ,Verurteilte Ausländer,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte insgesamt,Männer,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte Deutsche,Männer,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte Ausländer,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte insgesamt,insgesamt,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte Deutsche,insgesamt,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz insgesamt AktG Summe 4010 bis 4020,Verurteilte Ausländer,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte insgesamt,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte Deutsche,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte Ausländer,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte insgesamt,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte Deutsche,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 400 AktG Unrichtige Darstellung,Verurteilte Ausländer,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte insgesamt,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte Deutsche,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte Ausländer,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte insgesamt,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte Deutsche,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,Aktiengesetz § 404 AktG Verletzung der Geheimhaltungspflicht,Verurteilte Ausländer,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte insgesamt,Männer,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte Deutsche,Männer,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte Ausländer,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte insgesamt,insgesamt,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte Deutsche,insgesamt,1,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AktG  ,"Aktiengesetz, andere Strafvorschriften §§ 399, 401, 402, 403, 404 a AktG ",Verurteilte Ausländer,insgesamt,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte insgesamt,Männer,703,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte Deutsche,Männer,344,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte Ausländer,Männer,359,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte insgesamt,Frauen,18,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte Deutsche,Frauen,10,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte Ausländer,Frauen,8,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte insgesamt,insgesamt,721,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte Deutsche,insgesamt,354,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AnitiDopG  ,Anti-Doping-Gesetz § 4 AntiDopG ,Verurteilte Ausländer,insgesamt,367,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte insgesamt,Männer,4,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte Deutsche,Männer,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte Ausländer,Männer,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte insgesamt,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte Deutsche,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte Ausländer,Frauen,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte insgesamt,insgesamt,4,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte Deutsche,insgesamt,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,AÜG  ,"Arbeitnehmerüberlassungsgesetz §§ 15, 15 a AÜG ",Verurteilte Ausländer,insgesamt,2,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,ArbGG  ,Arbeitsgerichtsgesetz ArbGG ,Verurteilte insgesamt,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,ArbGG  ,Arbeitsgerichtsgesetz ArbGG ,Verurteilte Deutsche,Männer,-,2024,bund-2024.xlsx
Strafverfolgungsstatistik,Deutschland insgesamt,2024,ArbGG  ,Arbeitsgerichtsgesetz ArbGG ,Verurteilte Ausländer,Männer,-,2024,bund-2024.xlsx
